Generation;Best Distance;Best Fitness;Average Fitness
0;21941.291110263057;4.557616937739134e-05;3.9347257987695485e-05
1;21696.728925253676;4.60898969353883e-05;4.0795572127872806e-05
2;21696.728925253676;4.60898969353883e-05;4.184330329654521e-05
3;21696.728925253676;4.60898969353883e-05;4.270748821914888e-05
4;20971.245156327954;4.7684340750661424e-05;4.299917353551963e-05
5;20894.568408953928;4.785932786108523e-05;4.3691808061026944e-05
6;19137.197613872275;5.225425478572237e-05;4.4579417455100376e-05
7;19137.197613872275;5.225425478572237e-05;4.5363905183199106e-05
8;19137.197613872275;5.225425478572237e-05;4.611870640119968e-05
9;19054.979537510226;5.247972048626312e-05;4.6562128686345365e-05
10;19054.979537510226;5.247972048626312e-05;4.756727867242737e-05
11;18850.325311895038;5.30494823539716e-05;4.845574690060504e-05
12;18430.402296687673;5.42581753725322e-05;4.913128559667031e-05
13;18140.101193655722;5.512648409865198e-05;5.016770609335637e-05
14;17332.45190552127;5.769524158791688e-05;5.060685488329771e-05
15;17332.45190552127;5.769524158791688e-05;5.1449364754090553e-05
16;17108.60537696724;5.845011781885317e-05;5.203679962192917e-05
17;16946.678121120436;5.900861471804981e-05;5.288641952273112e-05
18;16946.678121120436;5.900861471804981e-05;5.377465784337613e-05
19;16694.064686991624;5.9901529001455326e-05;5.4693322695581776e-05
20;16496.598774018163;6.061855620656674e-05;5.526786019061077e-05
21;16496.598774018163;6.061855620656674e-05;5.582830620794875e-05
22;16183.758360900572;6.179034422658998e-05;5.670978341740426e-05
23;16183.758360900572;6.179034422658998e-05;5.6933280123132324e-05
24;16037.428737273236;6.235413521594392e-05;5.749099512542699e-05
25;16037.428737273236;6.235413521594392e-05;5.811029057234053e-05
26;16037.428737273236;6.235413521594392e-05;5.866136621852006e-05
27;15033.344902606825;6.651879581546733e-05;5.917052947212385e-05
28;15033.344902606825;6.651879581546733e-05;5.985869316605109e-05
29;15033.344902606825;6.651879581546733e-05;6.010300682960576e-05
30;15033.344902606825;6.651879581546733e-05;6.022727923581232e-05
31;15033.344902606825;6.651879581546733e-05;6.096863396168869e-05
32;14969.641502282866;6.680186695503031e-05;6.133028605033927e-05
33;14250.003114667119;7.017542325802924e-05;6.205778470812027e-05
34;13873.43318740995;7.208021161679673e-05;6.303405983856442e-05
35;13482.09450619211;7.417245143480608e-05;6.356582966043485e-05
36;13482.09450619211;7.417245143480608e-05;6.411409248525869e-05
37;13482.09450619211;7.417245143480608e-05;6.486413650807358e-05
38;13482.09450619211;7.417245143480608e-05;6.532428554353816e-05
39;13482.09450619211;7.417245143480608e-05;6.531578618708598e-05
40;13482.09450619211;7.417245143480608e-05;6.584770668365881e-05
41;13482.09450619211;7.417245143480608e-05;6.582889048190326e-05
42;13482.09450619211;7.417245143480608e-05;6.66112403309218e-05
43;13482.09450619211;7.417245143480608e-05;6.716614654028989e-05
44;13482.09450619211;7.417245143480608e-05;6.6838610484724e-05
45;13482.09450619211;7.417245143480608e-05;6.761432663113592e-05
46;13373.48012759113;7.477485220446676e-05;6.794792923883413e-05
47;12876.16760527256;7.766285983964033e-05;6.825259120081836e-05
48;12876.16760527256;7.766285983964033e-05;6.812823823757554e-05
49;12876.16760527256;7.766285983964033e-05;6.91295492901469e-05
50;12876.16760527256;7.766285983964033e-05;6.9405932891563e-05
51;12876.16760527256;7.766285983964033e-05;6.968790655927326e-05
52;12876.16760527256;7.766285983964033e-05;6.917163603377126e-05
53;12876.16760527256;7.766285983964033e-05;6.994957868598283e-05
54;12876.16760527256;7.766285983964033e-05;7.06192339919394e-05
55;12799.821310407915;7.812609064994292e-05;7.050476786150503e-05
56;12495.47648056256;8.002896100485309e-05;7.112793429127938e-05
57;12495.47648056256;8.002896100485309e-05;7.168740213121524e-05
58;12495.47648056256;8.002896100485309e-05;7.189678665364385e-05
59;12451.267999176087;8.03131054657382e-05;7.296847750476301e-05
60;12431.823209275146;8.043872432596363e-05;7.296406916817748e-05
61;12431.823209275146;8.043872432596363e-05;7.321956917165804e-05
62;12431.823209275146;8.043872432596363e-05;7.394157963456166e-05
63;12065.543757014375;8.288064095069434e-05;7.410451997151714e-05
64;12065.543757014375;8.288064095069434e-05;7.531741390603889e-05
65;12065.543757014375;8.288064095069434e-05;7.529589807415689e-05
66;12006.426343493646;8.328872983441121e-05;7.55365000585252e-05
67;12006.426343493646;8.328872983441121e-05;7.633290804388737e-05
68;12006.426343493646;8.328872983441121e-05;7.671251111119049e-05
69;12006.426343493646;8.328872983441121e-05;7.649648178653122e-05
70;11884.681046341855;8.414192994332006e-05;7.6679974044553e-05
71;11884.681046341855;8.414192994332006e-05;7.709797873185705e-05
72;11884.681046341855;8.414192994332006e-05;7.749433342522097e-05
73;11884.681046341855;8.414192994332006e-05;7.760635888644414e-05
74;11592.846007332215;8.626009518003797e-05;7.7776494570753e-05
