Generation;Best Distance;Best Fitness;Average Fitness
0;21092.98104865362;4.7409135659553e-05;3.954364470375556e-05
1;20378.453974443164;4.9071436000695174e-05;4.111537974065285e-05
2;20378.453974443164;4.9071436000695174e-05;4.264603167323808e-05
3;19637.727651858888;5.092238866574469e-05;4.401628166799855e-05
4;19637.727651858888;5.092238866574469e-05;4.528673029658063e-05
5;19263.92366584713;5.1910504700186946e-05;4.641744422989145e-05
6;18734.429487172518;5.33776596017883e-05;4.744069294987439e-05
7;18734.429487172518;5.33776596017883e-05;4.799127334956227e-05
8;17871.655399151263;5.595452562539286e-05;4.8748247732908746e-05
9;17690.48224159094;5.6527571512378854e-05;4.928642997921307e-05
10;17690.48224159094;5.6527571512378854e-05;4.9756157603569995e-05
11;17690.48224159094;5.6527571512378854e-05;5.088970567262078e-05
12;17690.48224159094;5.6527571512378854e-05;5.1582357746374084e-05
13;17509.305637539128;5.711248753668718e-05;5.2832064533717446e-05
14;17509.305637539128;5.711248753668718e-05;5.3431834753624504e-05
15;17285.38281199334;5.7852349055651646e-05;5.4186328206157834e-05
16;17160.646734694437;5.827286205817965e-05;5.45124474442629e-05
17;16235.19826878496;6.15945665365034e-05;5.5403078226622694e-05
18;16235.19826878496;6.15945665365034e-05;5.568102032642293e-05
19;16235.19826878496;6.15945665365034e-05;5.544435005794812e-05
20;16235.19826878496;6.15945665365034e-05;5.606843426994138e-05
21;16235.19826878496;6.15945665365034e-05;5.6704438197298445e-05
22;15866.36447035515;6.302641048416658e-05;5.707090618173193e-05
23;15866.36447035515;6.302641048416658e-05;5.790649496247748e-05
24;15666.256835234795;6.383145703004892e-05;5.828420081550174e-05
25;15600.071924848144;6.410226855474798e-05;5.8662455996294735e-05
26;15229.347535123155;6.566269485240381e-05;5.9281335424637695e-05
27;15229.347535123155;6.566269485240381e-05;5.983147005736186e-05
28;15065.696673465132;6.637595470518646e-05;6.044895512988657e-05
29;15065.696673465132;6.637595470518646e-05;6.051664741363612e-05
30;15065.696673465132;6.637595470518646e-05;6.11811294160443e-05
31;15065.696673465132;6.637595470518646e-05;6.146905726259057e-05
32;14965.60365207214;6.681989068055666e-05;6.174737068013602e-05
