Generation;Best Distance;Best Fitness;Average Fitness
0;20912.85061764734;4.7817488791133456e-05;3.970680306592639e-05
1;20775.537826000676;4.8133531289307736e-05;4.115867551833423e-05
2;20775.537826000676;4.8133531289307736e-05;4.2477612129299736e-05
3;19540.086316518245;5.117684660147321e-05;4.3456036305037344e-05
4;19540.086316518245;5.117684660147321e-05;4.460262591574571e-05
5;19459.228366589068;5.1389499170325326e-05;4.571526420311728e-05
6;19459.228366589068;5.1389499170325326e-05;4.65343243829598e-05
7;19459.228366589068;5.1389499170325326e-05;4.7080667895326755e-05
8;19459.228366589068;5.1389499170325326e-05;4.772370075239178e-05
9;18649.34979188797;5.3621172381836955e-05;4.83017892374482e-05
10;18605.827236942063;5.374660246304393e-05;4.88484806137597e-05
11;18245.483396328014;5.4808084734069283e-05;4.940095277154853e-05
12;16769.71791821869;5.963129522373158e-05;5.0248485971812106e-05
13;16769.71791821869;5.963129522373158e-05;5.095544604051053e-05
14;16769.71791821869;5.963129522373158e-05;5.1918265294651746e-05
15;16769.71791821869;5.963129522373158e-05;5.294646973466795e-05
16;16769.71791821869;5.963129522373158e-05;5.341071971364564e-05
17;16769.71791821869;5.963129522373158e-05;5.396181771450889e-05
18;16769.71791821869;5.963129522373158e-05;5.468368399575058e-05
19;16769.71791821869;5.963129522373158e-05;5.5198522415240566e-05
20;16769.71791821869;5.963129522373158e-05;5.549067778475053e-05
21;16769.71791821869;5.963129522373158e-05;5.543446273606076e-05
22;16769.71791821869;5.963129522373158e-05;5.559024597884183e-05
23;16769.71791821869;5.963129522373158e-05;5.608212500346317e-05
24;16764.31773847275;5.965050386184706e-05;5.624523832843745e-05
25;16615.02075982598;6.018650319221591e-05;5.603159296601343e-05
26;16615.02075982598;6.018650319221591e-05;5.6668908819130046e-05
27;15934.820926713015;6.275564718293178e-05;5.700215099822256e-05
28;15021.913491377609;6.656941544590758e-05;5.712590131067792e-05
29;15021.913491377609;6.656941544590758e-05;5.74275824336932e-05
30;15021.913491377609;6.656941544590758e-05;5.782668469607138e-05
31;15021.913491377609;6.656941544590758e-05;5.8205583067183195e-05
32;15021.913491377609;6.656941544590758e-05;5.840804918352263e-05
33;15021.913491377609;6.656941544590758e-05;5.868913594194296e-05
34;15021.913491377609;6.656941544590758e-05;5.9135201320992235e-05
35;15021.913491377609;6.656941544590758e-05;5.9436588598299655e-05
36;15021.913491377609;6.656941544590758e-05;5.9550515056477514e-05
37;15021.913491377609;6.656941544590758e-05;6.025331999672732e-05
38;15021.913491377609;6.656941544590758e-05;6.075371379824655e-05
39;15021.913491377609;6.656941544590758e-05;6.129354096098267e-05
40;15021.913491377609;6.656941544590758e-05;6.162982419532695e-05
41;15021.913491377609;6.656941544590758e-05;6.16419531264999e-05
42;15021.913491377609;6.656941544590758e-05;6.214831215166744e-05
43;14866.661617975036;6.726459683396011e-05;6.226253059264538e-05
44;14866.661617975036;6.726459683396011e-05;6.31272586468164e-05
45;14866.661617975036;6.726459683396011e-05;6.2895391232131e-05
46;14197.483479949216;7.043501768551288e-05;6.379865578801191e-05
47;14197.483479949216;7.043501768551288e-05;6.382240575733965e-05
48;14197.483479949216;7.043501768551288e-05;6.370534503609837e-05
49;13848.6199537356;7.220936117394532e-05;6.403145866748993e-05
50;13848.6199537356;7.220936117394532e-05;6.453761419840861e-05
51;13848.6199537356;7.220936117394532e-05;6.450468547663488e-05
52;13848.6199537356;7.220936117394532e-05;6.495411220225508e-05
53;13848.6199537356;7.220936117394532e-05;6.4996110771562e-05
54;13771.935464428092;7.261143523239179e-05;6.575641258811153e-05
55;13771.935464428092;7.261143523239179e-05;6.589814835117351e-05
56;13771.935464428092;7.261143523239179e-05;6.621870862968333e-05
57;13771.935464428092;7.261143523239179e-05;6.619594331663777e-05
58;13771.935464428092;7.261143523239179e-05;6.634777018873024e-05
59;13547.59809055433;7.381382244408483e-05;6.69644319572259e-05
60;13547.59809055433;7.381382244408483e-05;6.764137167091625e-05
61;13519.728580229903;7.396598194007493e-05;6.776342837924372e-05
62;13137.872060850323;7.611582723353731e-05;6.841405236230203e-05
63;13137.872060850323;7.611582723353731e-05;6.913132518478773e-05
64;13137.872060850323;7.611582723353731e-05;6.965241549510378e-05
65;13137.872060850323;7.611582723353731e-05;6.956489638911072e-05
66;13137.872060850323;7.611582723353731e-05;6.996320337268543e-05
67;13137.872060850323;7.611582723353731e-05;7.036096778858291e-05
68;13137.872060850323;7.611582723353731e-05;7.0254538694863e-05
69;12750.542125237555;7.842803781814643e-05;7.106886064847046e-05
70;12750.542125237555;7.842803781814643e-05;7.133039870731945e-05
71;12750.542125237555;7.842803781814643e-05;7.122408491927449e-05
72;12750.542125237555;7.842803781814643e-05;7.162379194299178e-05
73;12750.542125237555;7.842803781814643e-05;7.160150925085358e-05
74;12750.542125237555;7.842803781814643e-05;7.199312206338707e-05
75;12497.953336319091;8.001310079259113e-05;7.26105370575896e-05
76;12497.953336319091;8.001310079259113e-05;7.245507759491091e-05
77;12497.953336319091;8.001310079259113e-05;7.289683292715113e-05
78;12497.953336319091;8.001310079259113e-05;7.329256010727655e-05
79;12497.953336319091;8.001310079259113e-05;7.316574484621174e-05
80;12457.016851737162;8.027604135901506e-05;7.328378070744231e-05
81;12286.477141431247;8.139029507717053e-05;7.374867088318691e-05
82;12286.477141431247;8.139029507717053e-05;7.41467616244542e-05
83;12286.477141431247;8.139029507717053e-05;7.398678887327288e-05
84;12286.477141431247;8.139029507717053e-05;7.375507713028384e-05
85;12286.477141431247;8.139029507717053e-05;7.431189472583792e-05
86;12243.764558090057;8.167422652204226e-05;7.42203362135306e-05
87;11927.681636817359;8.383858912810723e-05;7.518273736228043e-05
88;11927.681636817359;8.383858912810723e-05;7.512608002635165e-05
