Generation;Best Distance;Best Fitness;Average Fitness
0;21985.91430983212;4.5483666765352544e-05;3.9549944908540136e-05
1;21195.18521160896;4.718052661565246e-05;4.117765361192603e-05
2;21195.18521160896;4.718052661565246e-05;4.2173303273133593e-05
3;21195.18521160896;4.718052661565246e-05;4.303006803128348e-05
4;20750.733784640524;4.8191066898086734e-05;4.377676224697712e-05
5;20155.40470334418;4.961448379322695e-05;4.461978768952415e-05
6;20155.40470334418;4.961448379322695e-05;4.54448527253016e-05
7;20155.40470334418;4.961448379322695e-05;4.5842505237233445e-05
8;18904.6395789023;5.289706771855129e-05;4.651859081452739e-05
9;18904.6395789023;5.289706771855129e-05;4.712264727840551e-05
10;18904.6395789023;5.289706771855129e-05;4.757389941280943e-05
11;18598.367683409535;5.376815949778425e-05;4.831744782543791e-05
12;18598.367683409535;5.376815949778425e-05;4.874194478149384e-05
13;18563.35328493786;5.386957758388357e-05;4.928925504421871e-05
14;18196.038573894697;5.495701693195296e-05;5.0238783984388634e-05
15;17798.325881537043;5.618505957559426e-05;5.061833194129744e-05
16;17378.919710267844;5.7540975887539095e-05;5.1761585669436466e-05
17;16480.71428515459;6.0676981755625404e-05;5.225585047474393e-05
18;16480.71428515459;6.0676981755625404e-05;5.293793191257413e-05
19;16480.71428515459;6.0676981755625404e-05;5.339417468809818e-05
20;16480.71428515459;6.0676981755625404e-05;5.3974077826229445e-05
21;16480.71428515459;6.0676981755625404e-05;5.420835189026661e-05
22;16480.71428515459;6.0676981755625404e-05;5.4927198082676426e-05
23;16480.71428515459;6.0676981755625404e-05;5.518547546052244e-05
24;16480.71428515459;6.0676981755625404e-05;5.539891692175937e-05
25;16480.71428515459;6.0676981755625404e-05;5.562954991418551e-05
26;16208.73467010458;6.169513045607452e-05;5.658067720255207e-05
27;15774.050527748324;6.339525781541576e-05;5.69563029718401e-05
28;15304.918358801331;6.533847332971459e-05;5.7273357714516366e-05
29;15304.918358801331;6.533847332971459e-05;5.757851974986809e-05
30;15304.918358801331;6.533847332971459e-05;5.787288145060763e-05
31;15304.918358801331;6.533847332971459e-05;5.8212756671420085e-05
32;15304.918358801331;6.533847332971459e-05;5.894624593206749e-05
33;15304.918358801331;6.533847332971459e-05;5.8900775137624526e-05
34;15304.918358801331;6.533847332971459e-05;5.962094035197509e-05
35;15304.918358801331;6.533847332971459e-05;5.9717702646190124e-05
36;15167.804182086547;6.592912118294738e-05;6.0051628402234957e-05
37;14348.361543785324;6.969436872275692e-05;6.0587133995683054e-05
38;14348.361543785324;6.969436872275692e-05;6.142711752642289e-05
39;14348.361543785324;6.969436872275692e-05;6.193101168395852e-05
40;14348.361543785324;6.969436872275692e-05;6.226361981128949e-05
41;14052.731236552667;7.116054403708315e-05;6.275327999598965e-05
42;14052.731236552667;7.116054403708315e-05;6.301134865386839e-05
43;14052.731236552667;7.116054403708315e-05;6.41050288815035e-05
44;14052.731236552667;7.116054403708315e-05;6.462442824594294e-05
45;13989.028601287378;7.148459185421726e-05;6.483314575411777e-05
46;13989.028601287378;7.148459185421726e-05;6.519952506791968e-05
47;13858.039007752026;7.216028180037678e-05;6.574300870801308e-05
48;13858.039007752026;7.216028180037678e-05;6.643337663171715e-05
49;13858.039007752026;7.216028180037678e-05;6.682816162482728e-05
50;13858.039007752026;7.216028180037678e-05;6.672342156616488e-05
51;13858.039007752026;7.216028180037678e-05;6.734365020969627e-05
52;12946.38898145308;7.724161551399345e-05;6.768052159023955e-05
53;12946.38898145308;7.724161551399345e-05;6.782727456785704e-05
54;12946.38898145308;7.724161551399345e-05;6.788908181426578e-05
55;12946.38898145308;7.724161551399345e-05;6.901218035565678e-05
56;12946.38898145308;7.724161551399345e-05;6.890802733366296e-05
57;12946.38898145308;7.724161551399345e-05;6.941318663885482e-05
58;12946.38898145308;7.724161551399345e-05;6.995202748196653e-05
59;12627.262287875845;7.919372997899609e-05;7.045822135173857e-05
60;12627.262287875845;7.919372997899609e-05;7.022310012068608e-05
61;12627.262287875845;7.919372997899609e-05;7.067590501521247e-05
62;12627.262287875845;7.919372997899609e-05;7.088469061996186e-05
63;12627.262287875845;7.919372997899609e-05;7.056394497265622e-05
64;12627.262287875845;7.919372997899609e-05;7.145286465697312e-05
65;12224.153947573895;8.18052524770819e-05;7.175516738611314e-05
66;12224.153947573895;8.18052524770819e-05;7.261662573107597e-05
67;12224.153947573895;8.18052524770819e-05;7.332432388117237e-05
68;12224.153947573895;8.18052524770819e-05;7.338224299228296e-05
69;12224.153947573895;8.18052524770819e-05;7.344172565894128e-05
70;12224.153947573895;8.18052524770819e-05;7.403734574214235e-05
71;12224.153947573895;8.18052524770819e-05;7.373707920739028e-05
72;12224.153947573895;8.18052524770819e-05;7.431624208297274e-05
73;11850.651867796008;8.43835437202815e-05;7.425352267494321e-05
74;11850.651867796008;8.43835437202815e-05;7.497349586668668e-05
75;11850.651867796008;8.43835437202815e-05;7.53390206403436e-05
76;11850.651867796008;8.43835437202815e-05;7.489944974189538e-05
77;11850.651867796008;8.43835437202815e-05;7.559769186801416e-05
78;11850.651867796008;8.43835437202815e-05;7.577865339162103e-05
79;11850.651867796008;8.43835437202815e-05;7.631932720202921e-05
80;11496.22104172722;8.698510548556377e-05;7.702416758506444e-05
81;11465.970084710785;8.721460047531806e-05;7.711673446319275e-05
82;11465.970084710785;8.721460047531806e-05;7.666732630600315e-05
83;11465.970084710785;8.721460047531806e-05;7.701442681602007e-05
84;11465.970084710785;8.721460047531806e-05;7.702659170793119e-05
85;11465.970084710785;8.721460047531806e-05;7.761107645062911e-05
86;11357.777134861872;8.804539727501543e-05;7.803594211821398e-05
87;11357.777134861872;8.804539727501543e-05;7.804510481914787e-05
88;11357.777134861872;8.804539727501543e-05;7.793199381314792e-05
89;11357.777134861872;8.804539727501543e-05;7.860812062344923e-05
90;11339.774126484817;8.81851780155331e-05;7.950676621559884e-05
91;11339.774126484817;8.81851780155331e-05;7.982245703929002e-05
92;11339.774126484817;8.81851780155331e-05;8.033347729041626e-05
93;11339.774126484817;8.81851780155331e-05;8.055440433724057e-05
94;11258.229815231787;8.882391072236357e-05;8.07033958373909e-05
95;11258.229815231787;8.882391072236357e-05;8.176047994038776e-05
96;11258.229815231787;8.882391072236357e-05;8.169989545386102e-05
97;11169.913651006067;8.952620684851315e-05;8.235256196318509e-05
98;11169.913651006067;8.952620684851315e-05;8.263034949536162e-05
99;11169.913651006067;8.952620684851315e-05;8.281281323928324e-05
100;11062.759631686804;9.03933587362527e-05;8.303155238894266e-05
101;11062.759631686804;9.03933587362527e-05;8.373925275693766e-05
102;11062.759631686804;9.03933587362527e-05;8.338801244783296e-05
103;10914.83232130193;9.161844823290141e-05;8.34634203514303e-05
104;10914.83232130193;9.161844823290141e-05;8.470400224741823e-05
105;10914.83232130193;9.161844823290141e-05;8.406442840350627e-05
106;10914.83232130193;9.161844823290141e-05;8.440230788851543e-05
107;10914.83232130193;9.161844823290141e-05;8.507491268035498e-05
108;10914.83232130193;9.161844823290141e-05;8.499957506767129e-05
109;10914.83232130193;9.161844823290141e-05;8.502506605188574e-05
110;10914.83232130193;9.161844823290141e-05;8.497871969228999e-05
111;10914.83232130193;9.161844823290141e-05;8.521551342540499e-05
112;10914.83232130193;9.161844823290141e-05;8.572619950279932e-05
113;10658.486801283812;9.382194852270683e-05;8.587366684081578e-05
114;10658.486801283812;9.382194852270683e-05;8.607939431467232e-05
115;10658.486801283812;9.382194852270683e-05;8.634048353546649e-05
116;10658.486801283812;9.382194852270683e-05;8.58738815133531e-05
117;10658.486801283812;9.382194852270683e-05;8.575812779037708e-05
118;10208.471724339639;9.795785569114534e-05;8.654981500620546e-05
119;10208.471724339639;9.795785569114534e-05;8.664744626892126e-05
120;10208.471724339639;9.795785569114534e-05;8.700557544693977e-05
121;10208.471724339639;9.795785569114534e-05;8.73081079487214e-05
122;10208.471724339639;9.795785569114534e-05;8.736012134516616e-05
123;9739.694258085023;0.00010267262744617363;8.782987569764949e-05
124;9739.694258085023;0.00010267262744617363;8.798769181985232e-05
125;9739.694258085023;0.00010267262744617363;8.79201197251238e-05
126;9739.694258085023;0.00010267262744617363;8.865544386900303e-05
127;9739.694258085023;0.00010267262744617363;8.835991223595225e-05
128;9739.694258085023;0.00010267262744617363;8.929946308011353e-05
129;9739.694258085023;0.00010267262744617363;8.909582074669847e-05
130;9739.694258085023;0.00010267262744617363;9.029511326910503e-05
131;9739.694258085023;0.00010267262744617363;8.947601261956264e-05
132;9739.694258085023;0.00010267262744617363;9.054373108345762e-05
133;9739.694258085023;0.00010267262744617363;9.017290066429537e-05
134;9739.694258085023;0.00010267262744617363;9.024360866625708e-05
135;9636.060321975998;0.00010377685138805121;9.123054257277492e-05
136;9636.060321975998;0.00010377685138805121;9.089202695222308e-05
137;9636.060321975998;0.00010377685138805121;9.101173983690833e-05
138;9636.060321975998;0.00010377685138805121;9.146981081672737e-05
139;9636.060321975998;0.00010377685138805121;9.24066503829503e-05
140;9636.060321975998;0.00010377685138805121;9.32411771237235e-05
141;9636.060321975998;0.00010377685138805121;9.21122219586721e-05
142;9636.060321975998;0.00010377685138805121;9.326903076795229e-05
143;9636.060321975998;0.00010377685138805121;9.346173090650611e-05
144;9636.060321975998;0.00010377685138805121;9.3509068890809e-05
145;9636.060321975998;0.00010377685138805121;9.438986070503691e-05
146;9636.060321975998;0.00010377685138805121;9.534438018009518e-05
147;9636.060321975998;0.00010377685138805121;9.517099764004048e-05
148;9588.78516641869;0.00010428849772358488;9.61046957547119e-05
149;9588.78516641869;0.00010428849772358488;9.553174712018286e-05
150;9588.78516641869;0.00010428849772358488;9.598437230969744e-05
151;9588.78516641869;0.00010428849772358488;9.631010822069246e-05
152;9588.78516641869;0.00010428849772358488;9.677478263484538e-05
153;9535.387043598417;0.00010487251282278574;9.800212717342925e-05
154;9535.387043598417;0.00010487251282278574;9.767908086797947e-05
155;9535.387043598417;0.00010487251282278574;9.754774920597752e-05
156;9484.676363687578;0.00010543322319658008;9.795470830340252e-05
157;9484.676363687578;0.00010543322319658008;9.834396258413042e-05
158;9484.676363687578;0.00010543322319658008;9.847262105780572e-05
159;9484.676363687578;0.00010543322319658008;9.775758010767219e-05
160;9484.676363687578;0.00010543322319658008;9.875341498972605e-05
161;9484.676363687578;0.00010543322319658008;9.876645714567316e-05
162;9484.676363687578;0.00010543322319658008;9.851803816887776e-05
163;9484.676363687578;0.00010543322319658008;9.783117916140234e-05
164;9484.676363687578;0.00010543322319658008;9.872957073700049e-05
165;9484.676363687578;0.00010543322319658008;9.827271617195611e-05
166;9484.676363687578;0.00010543322319658008;9.796979464909803e-05
167;9484.676363687578;0.00010543322319658008;9.781608157660554e-05
168;9484.676363687578;0.00010543322319658008;9.821921520686847e-05
169;9484.676363687578;0.00010543322319658008;9.832311648989024e-05
170;9484.676363687578;0.00010543322319658008;9.866456084963547e-05
171;9484.676363687578;0.00010543322319658008;9.838233407092513e-05
172;9484.676363687578;0.00010543322319658008;9.81432509701468e-05
173;9484.676363687578;0.00010543322319658008;9.863550857894067e-05
174;9484.676363687578;0.00010543322319658008;9.817407804643673e-05
175;9484.676363687578;0.00010543322319658008;9.855292303926238e-05
176;9484.676363687578;0.00010543322319658008;9.823029605953291e-05
177;9484.676363687578;0.00010543322319658008;9.845071691655442e-05
178;9484.676363687578;0.00010543322319658008;9.790525757494811e-05
179;9484.676363687578;0.00010543322319658008;9.815776319426148e-05
180;9484.676363687578;0.00010543322319658008;9.848367680957118e-05
181;9469.574904105246;0.00010560136121490316;9.886045731524485e-05
182;9469.574904105246;0.00010560136121490316;9.800993115986771e-05
183;9469.574904105246;0.00010560136121490316;9.904214855362065e-05
184;9469.574904105246;0.00010560136121490316;9.862849311123238e-05
185;9469.574904105246;0.00010560136121490316;9.854136471157037e-05
186;9469.574904105246;0.00010560136121490316;9.881080408663638e-05
187;9469.574904105246;0.00010560136121490316;9.885475478267997e-05
188;9417.770814720052;0.0001061822399029919;9.8170108529193e-05
189;9417.770814720052;0.0001061822399029919;9.902204077924462e-05
190;9417.770814720052;0.0001061822399029919;9.923830730947403e-05
191;9417.770814720052;0.0001061822399029919;9.90186400454529e-05
192;9417.770814720052;0.0001061822399029919;9.857187712195309e-05
193;9417.770814720052;0.0001061822399029919;9.953422955103176e-05
194;9417.770814720052;0.0001061822399029919;9.911421469750577e-05
195;9417.770814720052;0.0001061822399029919;9.875817150910883e-05
196;9417.770814720052;0.0001061822399029919;9.933427864019168e-05
197;9417.770814720052;0.0001061822399029919;9.861493197833897e-05
198;9417.770814720052;0.0001061822399029919;9.935761961556506e-05
199;9417.770814720052;0.0001061822399029919;9.866099872259462e-05
