Generation;Best Distance;Best Fitness;Average Fitness
0;22429.033136014717;4.458506944707667e-05;3.964760208468646e-05
1;20267.475220983804;4.934013680029845e-05;4.1123922218026675e-05
2;20267.475220983804;4.934013680029845e-05;4.194773519206319e-05
3;20267.475220983804;4.934013680029845e-05;4.275914231223054e-05
4;20267.475220983804;4.934013680029845e-05;4.3294497092701314e-05
5;19279.376802828996;5.186889650153334e-05;4.384970821303444e-05
6;19279.376802828996;5.186889650153334e-05;4.481597015561677e-05
7;19279.376802828996;5.186889650153334e-05;4.554421347653887e-05
8;19279.376802828996;5.186889650153334e-05;4.625039295906716e-05
9;19279.376802828996;5.186889650153334e-05;4.731556085547116e-05
10;19109.019324232282;5.233130926462003e-05;4.8297812506782594e-05
11;18369.337070671216;5.4438545939505696e-05;4.86677476411134e-05
12;18017.090245686293;5.5502857917882885e-05;4.956901369960502e-05
13;18017.090245686293;5.5502857917882885e-05;5.0239850033243695e-05
14;16929.584166673685;5.9068196250710355e-05;5.1384424870250535e-05
15;16929.584166673685;5.9068196250710355e-05;5.1751697373465717e-05
16;16929.584166673685;5.9068196250710355e-05;5.2202054768775425e-05
17;16749.933065082812;5.9701731112264354e-05;5.333315906158318e-05
18;16749.933065082812;5.9701731112264354e-05;5.3937836789952e-05
19;16383.010989372731;6.103884082411202e-05;5.487818666011443e-05
20;16195.719413849098;6.174471009573625e-05;5.547628089150148e-05
21;16195.719413849098;6.174471009573625e-05;5.582746743325376e-05
22;15885.625412160429;6.294999246516923e-05;5.6692293741697855e-05
23;15885.625412160429;6.294999246516923e-05;5.703010852207077e-05
24;15885.625412160429;6.294999246516923e-05;5.7230723989454866e-05
25;15607.014462495137;6.407375365756707e-05;5.772542610436145e-05
26;15607.014462495137;6.407375365756707e-05;5.895773478265822e-05
27;15607.014462495137;6.407375365756707e-05;5.9226732583510366e-05
28;15093.362348623155;6.625428959447342e-05;5.953595168759784e-05
29;15093.362348623155;6.625428959447342e-05;6.0159163690008235e-05
30;14627.617044809565;6.836383513026396e-05;6.1000251663603076e-05
31;14627.617044809565;6.836383513026396e-05;6.138783606186205e-05
32;14627.617044809565;6.836383513026396e-05;6.178708781628792e-05
33;14627.617044809565;6.836383513026396e-05;6.23352114975986e-05
34;14562.038087149262;6.86717061180112e-05;6.320014660732927e-05
35;14317.592157430798;6.984414620869071e-05;6.357567877120672e-05
36;14212.392525622892;7.03611301332372e-05;6.436898788624472e-05
37;14212.392525622892;7.03611301332372e-05;6.513338116999969e-05
38;14212.392525622892;7.03611301332372e-05;6.57245265973588e-05
39;14093.34871177538;7.095545710612216e-05;6.585678647885463e-05
40;13837.717401466474;7.226625396281206e-05;6.640967898484303e-05
41;13799.35430712435;7.24671588063884e-05;6.685127856706105e-05
42;13746.81683294997;7.274411321194617e-05;6.728346489698412e-05
43;13707.034919776404;7.295523837596764e-05;6.750282812799082e-05
44;13585.181500647688;7.360961647456266e-05;6.788347437110616e-05
45;13260.425149359162;7.541236338476878e-05;6.81236598029271e-05
46;12915.992465788773;7.742339604554194e-05;6.860693976124849e-05
