Generation;Best Distance;Best Fitness;Average Fitness
0;21456.417619097912;4.6606102554133765e-05;3.941528693951596e-05
1;21456.417619097912;4.6606102554133765e-05;4.1180400318455667e-05
2;20542.372940160167;4.867986784744855e-05;4.2422143789758246e-05
3;19667.559269079717;5.084514994049854e-05;4.359995713181346e-05
4;19667.559269079717;5.084514994049854e-05;4.431038510800945e-05
5;18366.751785187753;5.4446208654405115e-05;4.526530555329363e-05
6;18366.751785187753;5.4446208654405115e-05;4.6271152597826497e-05
7;18366.751785187753;5.4446208654405115e-05;4.7241318726608485e-05
8;18366.751785187753;5.4446208654405115e-05;4.799464993732838e-05
9;18366.751785187753;5.4446208654405115e-05;4.880672782888291e-05
10;18334.924958609365;5.454071954248381e-05;4.971545876114157e-05
11;18334.924958609365;5.454071954248381e-05;5.036553600680348e-05
12;17802.30943178255;5.617248727374074e-05;5.1082859710341094e-05
13;17802.30943178255;5.617248727374074e-05;5.129174213568158e-05
14;17636.07627123064;5.67019548237767e-05;5.161343797340086e-05
15;17589.75779263185;5.685126604863704e-05;5.2265914490780683e-05
16;17464.683210196927;5.7258410471261235e-05;5.2912337437260674e-05
17;17464.683210196927;5.7258410471261235e-05;5.341352083765821e-05
18;17406.056625857935;5.745126661913928e-05;5.3751650416273955e-05
19;17201.88400317902;5.813316726325986e-05;5.4298871984368704e-05
20;16387.23977801738;6.10230895224617e-05;5.4866619606890866e-05
21;16387.23977801738;6.10230895224617e-05;5.551963567917801e-05
22;16387.23977801738;6.10230895224617e-05;5.593101664625413e-05
23;16387.23977801738;6.10230895224617e-05;5.624573617276808e-05
24;15812.885627868469;6.323956446239074e-05;5.6731332544726425e-05
25;15812.885627868469;6.323956446239074e-05;5.740244720599025e-05
26;15812.885627868469;6.323956446239074e-05;5.7987164372730697e-05
27;15697.757915708104;6.370336486074491e-05;5.832310897024696e-05
28;15697.757915708104;6.370336486074491e-05;5.880784928286763e-05
29;15498.60101899413;6.452195257974973e-05;5.9075823807407964e-05
30;15498.60101899413;6.452195257974973e-05;5.9616728170702195e-05
31;15498.60101899413;6.452195257974973e-05;5.9878441966871776e-05
32;15498.60101899413;6.452195257974973e-05;6.0308405994968194e-05
33;15017.30943393197;6.658982452212619e-05;6.07752272055781e-05
34;15017.30943393197;6.658982452212619e-05;6.0868935524830727e-05
35;15017.30943393197;6.658982452212619e-05;6.12765817765123e-05
36;14951.097256878624;6.688472309548553e-05;6.137873114286044e-05
37;14865.569379847924;6.726953905685045e-05;6.183770442726305e-05
38;14683.514764738853;6.810358528064483e-05;6.224141627967984e-05
39;14061.35412697314;7.111690602271042e-05;6.30547198929411e-05
40;14061.35412697314;7.111690602271042e-05;6.348075898286368e-05
41;14061.35412697314;7.111690602271042e-05;6.382551199481821e-05
42;14061.35412697314;7.111690602271042e-05;6.436633480159636e-05
43;14019.787087555853;7.132775938427861e-05;6.48873159225084e-05
44;13780.906906558295;7.256416481008973e-05;6.511578061373552e-05
45;13780.906906558295;7.256416481008973e-05;6.560819615889773e-05
46;13780.906906558295;7.256416481008973e-05;6.595124441250656e-05
47;13454.345408328965;7.432542941709718e-05;6.651958747463607e-05
48;13454.345408328965;7.432542941709718e-05;6.655841531530734e-05
49;13454.345408328965;7.432542941709718e-05;6.729170193259041e-05
50;13170.74000120243;7.592587811381171e-05;6.804372441193315e-05
51;13162.492877731995;7.597345041620324e-05;6.899699846959342e-05
52;13162.492877731995;7.597345041620324e-05;6.967309066867456e-05
53;13162.492877731995;7.597345041620324e-05;7.014189747326489e-05
54;13162.492877731995;7.597345041620324e-05;7.051871958106157e-05
55;12368.137839403727;8.085291520717806e-05;7.102109249207195e-05
56;12368.137839403727;8.085291520717806e-05;7.141598670428106e-05
57;12368.137839403727;8.085291520717806e-05;7.149879313123179e-05
58;12368.137839403727;8.085291520717806e-05;7.246992947386624e-05
59;12368.137839403727;8.085291520717806e-05;7.31660602925516e-05
