Generation;Best Distance;Best Fitness;Average Fitness
0;21642.16610320903;4.620609578685949e-05;3.946516823643741e-05
1;21642.16610320903;4.620609578685949e-05;4.088654626263017e-05
2;21642.16610320903;4.620609578685949e-05;4.1700418583820245e-05
3;21362.607285557282;4.6810765494719114e-05;4.2687941143016553e-05
4;20924.47406889239;4.7790926391151766e-05;4.325565103347246e-05
5;20924.47406889239;4.7790926391151766e-05;4.4009653319846605e-05
6;20076.161393243492;4.981031883597747e-05;4.4805801684825785e-05
7;20076.161393243492;4.981031883597747e-05;4.5571136976096184e-05
8;18789.732631668998;5.322055505540075e-05;4.620711950454712e-05
9;18789.732631668998;5.322055505540075e-05;4.6914764614411627e-05
10;18417.14595641818;5.429722946032855e-05;4.7567007908429954e-05
11;18366.506699968773;5.444693519218329e-05;4.845468951077057e-05
12;18366.506699968773;5.444693519218329e-05;4.909730796059705e-05
13;17752.79279281647;5.632916531333831e-05;4.978029785827869e-05
14;17702.080773133708;5.649053423808184e-05;5.064288323151282e-05
15;16802.97356222003;5.951327580782545e-05;5.140257104908738e-05
16;16802.97356222003;5.951327580782545e-05;5.214358231264641e-05
17;16679.64863487995;5.9953301288903155e-05;5.3223249330374504e-05
18;16679.64863487995;5.9953301288903155e-05;5.361902822955876e-05
19;16370.041208213312;6.10872011426747e-05;5.4073500024307e-05
20;16328.751570476423;6.124166906967176e-05;5.511304073338425e-05
21;15996.258894751676;6.251461711013549e-05;5.571074304592881e-05
22;15851.98150009996;6.308359620490941e-05;5.636062694200232e-05
23;15851.98150009996;6.308359620490941e-05;5.6842518075795665e-05
24;15851.98150009996;6.308359620490941e-05;5.740303875259482e-05
25;15851.98150009996;6.308359620490941e-05;5.820260531907453e-05
26;15405.992135766486;6.490980854640347e-05;5.9038088443452675e-05
27;15405.992135766486;6.490980854640347e-05;5.966659711986713e-05
28;14987.144065697097;6.672385316484825e-05;6.0164569349825466e-05
29;14668.118369825661;6.817507022967157e-05;6.088597052691061e-05
30;14668.118369825661;6.817507022967157e-05;6.116350482708906e-05
31;14668.118369825661;6.817507022967157e-05;6.129399138580313e-05
32;14668.118369825661;6.817507022967157e-05;6.20777883356243e-05
33;14668.118369825661;6.817507022967157e-05;6.266625756149902e-05
34;14611.979816190587;6.843699571032564e-05;6.295275632396948e-05
35;14611.979816190587;6.843699571032564e-05;6.321646056347855e-05
36;14611.979816190587;6.843699571032564e-05;6.339141505193878e-05
37;14475.549293891034;6.908200716238241e-05;6.342386554589442e-05
38;14475.549293891034;6.908200716238241e-05;6.40595630183814e-05
39;14417.820322136124;6.935861161098458e-05;6.454741900985119e-05
40;14417.820322136124;6.935861161098458e-05;6.483223454543878e-05
41;14299.454168212631;6.993273926657829e-05;6.493918659694311e-05
42;14189.747482600413;7.04734176014202e-05;6.5539142897053e-05
43;14189.747482600413;7.04734176014202e-05;6.543057075073655e-05
44;13909.817153968455;7.189167110760339e-05;6.595308822087678e-05
45;13909.817153968455;7.189167110760339e-05;6.633397831506252e-05
46;12628.518021210213;7.918585524607488e-05;6.726788517813888e-05
47;12628.518021210213;7.918585524607488e-05;6.741236335816261e-05
48;12628.518021210213;7.918585524607488e-05;6.859716717229953e-05
49;12628.518021210213;7.918585524607488e-05;6.910628383164506e-05
50;12469.89465251224;8.019313938618845e-05;6.999155242371216e-05
51;12469.89465251224;8.019313938618845e-05;7.044503911004915e-05
52;12469.89465251224;8.019313938618845e-05;7.092691259766647e-05
53;12469.89465251224;8.019313938618845e-05;7.19174134072164e-05
54;12469.89465251224;8.019313938618845e-05;7.274040417886622e-05
55;12098.334219063188;8.265600717364155e-05;7.346147852358311e-05
56;12098.334219063188;8.265600717364155e-05;7.429341168625547e-05
57;12098.334219063188;8.265600717364155e-05;7.433935846774427e-05
58;11983.286072212468;8.344956416578065e-05;7.48532504324406e-05
59;11983.286072212468;8.344956416578065e-05;7.509565851175749e-05
60;11983.286072212468;8.344956416578065e-05;7.608897153686358e-05
61;11983.286072212468;8.344956416578065e-05;7.644078338292223e-05
62;11983.286072212468;8.344956416578065e-05;7.668390977336463e-05
63;11983.286072212468;8.344956416578065e-05;7.66022486386793e-05
64;11983.286072212468;8.344956416578065e-05;7.711244508586983e-05
65;11983.286072212468;8.344956416578065e-05;7.746826418941927e-05
66;11830.39527794111;8.452802941120611e-05;7.74499356921591e-05
67;11830.39527794111;8.452802941120611e-05;7.793388526882607e-05
68;11830.39527794111;8.452802941120611e-05;7.73784218032586e-05
69;11830.39527794111;8.452802941120611e-05;7.840966057159544e-05
70;11830.39527794111;8.452802941120611e-05;7.814698467937225e-05
71;11830.39527794111;8.452802941120611e-05;7.834801304972355e-05
72;11830.39527794111;8.452802941120611e-05;7.885613024979552e-05
73;11830.39527794111;8.452802941120611e-05;7.873271920779247e-05
74;11830.39527794111;8.452802941120611e-05;7.85434365673614e-05
75;11830.39527794111;8.452802941120611e-05;7.892780696101273e-05
76;11830.39527794111;8.452802941120611e-05;7.889929247748166e-05
77;11750.183576871672;8.51050533345145e-05;7.865019325517506e-05
78;11718.62937393914;8.533421171454427e-05;7.960891705763713e-05
79;11634.104855503321;8.595418490894609e-05;7.94700662509527e-05
80;11634.104855503321;8.595418490894609e-05;7.939454519371791e-05
81;11634.104855503321;8.595418490894609e-05;7.917052535984122e-05
82;11634.104855503321;8.595418490894609e-05;7.946573963217861e-05
83;11634.104855503321;8.595418490894609e-05;7.98487880131757e-05
