Generation;Best Distance;Best Fitness;Average Fitness
0;7985.691378579333;0.00012522397280245279;9.678411773655248e-05
1;7985.691378579333;0.00012522397280245279;0.00010184374442903669
2;7985.691378579333;0.00012522397280245279;0.00010491970043576404
3;7720.089051125416;0.00012953218458720012;0.0001076457754128104
4;7720.089051125416;0.00012953218458720012;0.00010944159381910446
5;7720.089051125416;0.00012953218458720012;0.00011230425415642724
6;7703.397599325968;0.00012981285038273215;0.000114118279358445
7;7373.998411845772;0.0001356116375606449;0.00011536787745298574
8;7373.998411845772;0.0001356116375606449;0.00011654510767781586
9;7213.632011170404;0.0001386264226469394;0.0001178748274391033
10;7213.632011170404;0.0001386264226469394;0.00011901130661418154
11;7213.632011170404;0.0001386264226469394;0.00012000962442794802
12;7213.632011170404;0.0001386264226469394;0.00011996387024930326
13;7089.369134732574;0.0001410562746832793;0.00012245783162075666
14;6655.2828652991575;0.0001502565736482862;0.00012330560541019356
15;6655.2828652991575;0.0001502565736482862;0.0001239230726557945
16;6655.2828652991575;0.0001502565736482862;0.0001271758382462037
17;6655.2828652991575;0.0001502565736482862;0.0001279018309943821
18;6645.378796973152;0.00015048051142780327;0.00012920947885388865
19;6645.378796973152;0.00015048051142780327;0.00012970997308398767
20;5923.777063647715;0.00016881121440856937;0.00013114248757739778
21;5923.777063647715;0.00016881121440856937;0.00013100307490288186
22;5819.015581347556;0.00017185037331837185;0.00013354570812172475
23;5819.015581347556;0.00017185037331837185;0.00013489327491201955
24;5819.015581347556;0.00017185037331837185;0.00013457917663221424
25;5819.015581347556;0.00017185037331837185;0.00013591551997563738
26;5819.015581347556;0.00017185037331837185;0.00013671007277128564
27;5819.015581347556;0.00017185037331837185;0.00013724325602289174
28;5819.015581347556;0.00017185037331837185;0.0001383144376455377
29;5819.015581347556;0.00017185037331837185;0.00013811977884505583
30;5819.015581347556;0.00017185037331837185;0.00014036108612392985
31;5819.015581347556;0.00017185037331837185;0.00014105052675613644
32;5819.015581347556;0.00017185037331837185;0.0001421311846364664
33;5819.015581347556;0.00017185037331837185;0.00014269482629391538
