generation,best_distance,best_fitness,average_fitness,best_distance_std,best_fitness_std,average_fitness_std
0,8016.735373228694,0.00012503404951134275,9.767679805921803e-05,383.0174934892609,6.199128275714368e-06,8.430217688977947e-07
1,7804.8179878227775,0.00012841721770801196,0.00010344148858873539,367.573248394047,6.206843269818042e-06,1.1797684016184276e-06
2,7591.444511235512,0.0001320061728884954,0.00010744364232582891,344.8588528458704,6.161534071506253e-06,1.4344670603773542e-06
3,7395.599273281518,0.00013551108681819613,0.00011086700924792303,340.56910882703556,6.446433295269549e-06,1.683359970567752e-06
4,7227.734582844185,0.0001386972356268361,0.00011386902891654996,351.57925235052096,7.046625580188558e-06,1.9309584512803027e-06
5,7033.777837186888,0.00014254735218745314,0.0001165913790038675,355.97903183873564,7.46409620473715e-06,2.1241423585223824e-06
6,6886.412758791825,0.00014560428311622195,0.00011916098559320639,351.7568881792122,7.679070910504457e-06,2.3599150637867566e-06
7,6745.617767889477,0.00014865777698239749,0.00012158248792172503,351.4954408012509,7.96156850194551e-06,2.5747784707969898e-06
8,6626.561029794687,0.00015131329669871964,0.0001238884808929301,339.91261703921907,7.932409929834738e-06,2.759292536417219e-06
9,6502.231431902064,0.00015420196157678027,0.00012601718436989053,330.7013532938076,8.065615733177452e-06,2.8813798280668103e-06
10,6397.449782823143,0.00015672137585351077,0.0001281141891347324,322.82621439016145,8.13606282577397e-06,3.073829828992347e-06
11,6291.735199161158,0.00015936378674214798,0.0001301032274283062,320.0607744105816,8.3904300927842e-06,3.1852525556973925e-06
12,6206.853859866576,0.00016155040077422424,0.0001320619324333771,318.71599304256154,8.565944848801646e-06,3.3510902780877455e-06
13,6135.177421579518,0.0001634370364284002,0.00013385145092287666,314.56220940357775,8.665933525025549e-06,3.453174096562873e-06
14,6044.415545035312,0.00016589103355920968,0.0001356758565407658,310.82779053633243,8.765319543900558e-06,3.606705494003216e-06
15,5972.963095393527,0.00016786558686062572,0.00013735780847882851,304.42701500731226,8.752672518727292e-06,3.6840781549654216e-06
16,5905.118133549295,0.00016979851653605883,0.00013908796055972354,302.1929054948027,8.901635303589838e-06,3.765978304991113e-06
17,5841.104455823687,0.0001716601168122352,0.00014070615125490437,298.81517857044486,9.020438671332518e-06,3.873852428138519e-06
18,5774.53991378087,0.00017363415780481456,0.00014222314721088576,294.03583272188314,9.073068272938817e-06,3.971522880197504e-06
19,5717.510735311482,0.00017533989832544848,0.00014377713447212732,283.70500494309084,8.87195118873345e-06,4.104789528454897e-06
20,5667.912577628936,0.00017687252579178883,0.00014528691323357348,281.1486687396448,8.91873742262363e-06,4.241410472822541e-06
21,5610.024444565855,0.00017868871982384935,0.0001466576169043613,275.47459974290825,8.92010760206401e-06,4.294721866370909e-06
22,5561.006776346949,0.00018028084231523669,0.0001480444740542709,278.38845472178843,9.167992939137813e-06,4.384283649176168e-06
23,5513.878294223592,0.00018180951246068704,0.00014947174760924188,272.05678502574665,9.131876003009165e-06,4.516874988524835e-06
24,5467.9096365377645,0.00018335766867781536,0.00015081320818681316,275.3387794390215,9.414298297775885e-06,4.597603479390695e-06
25,5425.52688748552,0.00018477536328538895,0.00015208964893631845,268.5536726001583,9.355151490707863e-06,4.65296218968976e-06
26,5388.2507204425965,0.00018604683035784757,0.00015329956962387896,264.7889621726736,9.348632577448425e-06,4.771772161223723e-06
27,5346.8838943188875,0.00018747842483181356,0.00015455397466130968,260.6240531724383,9.337002615401521e-06,4.874240756117986e-06
