generation,best_distance,best_fitness,average_fitness,best_distance_std,best_fitness_std,average_fitness_std
0,8654.442124080424,0.0001155475980615,9.697748767232128e-05,,,
1,7096.071587644585,0.0001409230427918,0.0001036857749047,,,
2,7096.071587644585,0.0001409230427918,0.0001074870755144,,,
3,7096.071587644585,0.0001409230427918,0.000111088390236,,,
4,6736.438873319228,0.00014844638522,0.0001142973989371,,,
5,6736.438873319228,0.00014844638522,0.0001181383076918,,,
6,6516.733970833873,0.0001534511005782,0.0001218467858166,,,
7,6128.332628435572,0.0001631765213526,0.0001250323256145,,,
8,6128.332628435572,0.0001631765213526,0.0001274718157462,,,
9,5886.090840818958,0.0001698920433006,0.0001318423325893,,,
10,5886.090840818958,0.0001698920433006,0.0001347123129197,,,
11,5886.090840818958,0.0001698920433006,0.0001377040653586,,,
12,5886.090840818958,0.0001698920433006,0.0001420584702925,,,
13,5796.226540731537,0.000172526037927,0.000145537282308,,,
14,5796.226540731537,0.000172526037927,0.0001472529644333,,,
15,5796.226540731537,0.000172526037927,0.0001498991549135,,,
16,5198.477106682733,0.0001923640288257,0.0001529968314652,,,
17,5198.477106682733,0.0001923640288257,0.0001571340002928,,,
18,5198.477106682733,0.0001923640288257,0.000158576574083,,,
19,5198.477106682733,0.0001923640288257,0.0001591204010978,,,
20,5198.477106682733,0.0001923640288257,0.0001620683634492,,,
21,5198.477106682733,0.0001923640288257,0.0001617289166612,,,
22,5198.477106682733,0.0001923640288257,0.0001589476652858,,,
23,5198.477106682733,0.0001923640288257,0.0001652449930498,,,
24,5198.477106682733,0.0001923640288257,0.0001669227752442,,,
25,5198.477106682733,0.0001923640288257,0.0001670722802992,,,
26,5198.477106682733,0.0001923640288257,0.0001679515529647,,,
27,5058.661995466071,0.0001976807307735,0.0001683568219271,,,
28,5058.661995466071,0.0001976807307735,0.0001703252340768,,,
29,5034.645220036349,0.0001986237274515,0.0001725417579881,,,
30,4983.927567466612,0.0002006449705504,0.0001709181875353,,,
31,4953.0706290940125,0.0002018949606989,0.0001730834457064,,,
32,4935.348551251698,0.0002026199344616,0.000174212753745,,,
33,4935.348551251698,0.0002026199344616,0.0001733798488949,,,
34,4714.281103542677,0.0002121214195836,0.0001757291713035,,,
35,4714.281103542677,0.0002121214195836,0.0001766844066905,,,
36,4714.281103542677,0.0002121214195836,0.000178246723668,,,
37,4714.281103542677,0.0002121214195836,0.0001772584911355,,,
38,4714.281103542677,0.0002121214195836,0.000177597529359,,,
39,4714.281103542677,0.0002121214195836,0.0001814556982829,,,
40,4714.281103542677,0.0002121214195836,0.0001776698383941,,,
41,4714.281103542677,0.0002121214195836,0.0001816054156016,,,
42,4714.281103542677,0.0002121214195836,0.0001831683906176,,,
43,4714.281103542677,0.0002121214195836,0.0001813174320603,,,
44,4714.281103542677,0.0002121214195836,0.0001865533979293,,,
45,4714.281103542677,0.0002121214195836,0.000184218858906,,,
46,4652.6471671904,0.0002149314065875,0.0001859187786978,,,
47,4652.6471671904,0.0002149314065875,0.0001881087376783,,,
48,4652.6471671904,0.0002149314065875,0.0001884307175234,,,
49,4594.294753980892,0.000217661263273,0.0001900947631303,,,
50,4594.294753980892,0.000217661263273,0.0001909241657335,,,
51,4594.294753980892,0.000217661263273,0.000190105362207,,,
52,4594.294753980892,0.000217661263273,0.0001924942487204,,,
53,4594.294753980892,0.000217661263273,0.0001915800715802,,,
54,4594.294753980892,0.000217661263273,0.000192513067372,,,
55,4594.294753980892,0.000217661263273,0.0001943636499544,,,
56,4594.294753980892,0.000217661263273,0.0001930816117283,,,
57,4594.294753980892,0.000217661263273,0.000192779080585,,,
58,4367.836717893475,0.0002289462872784,0.0001958474452763,,,
59,4367.836717893475,0.0002289462872784,0.0001990075478223,,,
60,4367.836717893475,0.0002289462872784,0.0001965867344099,,,
61,4200.209946139497,0.0002380833369815,0.0001976511238919,,,
62,4200.209946139497,0.0002380833369815,0.0001985213515067,,,
63,4116.844585054424,0.0002429044816581,0.0001987837355714,,,
64,4116.844585054424,0.0002429044816581,0.0001983027653893,,,
65,4116.844585054424,0.0002429044816581,0.0001996805799359,,,
66,4116.844585054424,0.0002429044816581,0.0002023120468861,,,
67,4116.844585054424,0.0002429044816581,0.0002026516033208,,,
68,4116.844585054424,0.0002429044816581,0.0002057611679326,,,
69,4116.844585054424,0.0002429044816581,0.0002061365456095,,,
70,4116.844585054424,0.0002429044816581,0.0002085926818961,,,
71,4116.844585054424,0.0002429044816581,0.0002077403458685,,,
72,4116.844585054424,0.0002429044816581,0.0002102963631393,,,
73,4116.844585054424,0.0002429044816581,0.0002099437067026,,,
74,4116.844585054424,0.0002429044816581,0.0002090290093872,,,
75,4116.844585054424,0.0002429044816581,0.0002133040674066,,,
76,4116.844585054424,0.0002429044816581,0.0002140817810324,,,
77,4092.379251271756,0.0002443566293835,0.0002165093282274,,,
78,4092.379251271756,0.0002443566293835,0.0002132417880871,,,
79,4092.379251271756,0.0002443566293835,0.0002153535184332,,,
80,4092.379251271756,0.0002443566293835,0.000216430241602,,,
81,4092.379251271756,0.0002443566293835,0.0002186933457659,,,
82,4092.379251271756,0.0002443566293835,0.0002180310259402,,,
